25,2013-08-18,56912000
25,2013-08-25,62616000
25,2013-09-01,66100000
25,2013-09-08,68200000
25,2013-09-15,68318793
25,2013-09-19,68949842
26,2013-08-04,27361000
26,2013-08-11,48517000
26,2013-08-18,59221000
26,2013-08-25,65382000
26,2013-09-01,69334000
26,2013-09-08,72083000
26,2013-09-15,73446000
26,2013-09-19,73726880
27,2013-08-11,30400000
27,2013-08-18,55914000
27,2013-08-25,69054000
27,2013-09-01,78404000
27,2013-09-08,85077000
27,2013-09-15,88388000
27,2013-09-19,89115717
28,2013-08-11,22525000
28,2013-08-18,45090000
28,2013-08-25,59591000
28,2013-09-01,70844000
28,2013-09-08,79279000
28,2013-09-15,82984000
28,2013-09-19,83521389
29,2013-08-18,13568000
29,2013-08-25,22423000
29,2013-09-01,26422000
29,2013-09-08,28088000
29,2013-09-15,28553000
29,2013-09-19,28628915
30,2013-08-25,8942000
30,2013-09-01,16568000
30,2013-09-08,21737000
30,2013-09-15,23986000
30,2013-09-19,24385354
